restaurantID,name_standard,cuisine_standard,style_standard,city_standard,location_standard,paymentsSummarystr_standard
576959,paleta de sabores,portuguese,cosy,almada,almada,credit card
725323,ilheu,portuguese,good for business lunch,almada,almada,credit card
546117,novo cais,portuguese,after work,almada,almada,credit card mastercard visa
631751,katanasushi santos,japanese,good for business lunch,almada,lisbon,visa visa electron
203793,gurkha sao bento,indian,after work,almada,lisboa,credit card mastercard visa
523203,antiga wine bar,european,bistro,almada,lisbon,credit card mastercard visa visa electron
366403,blue,portuguese,central location,almada,lisboa,apple pay credit card maestro card mastercard visa visa electron
740410,cicero bistrot,mediterranean,contemporary cuisine,almada,lisboa,american express mastercard visa
806134,no mames wey almada,mexican,central location,almada,almada,credit card maestro card mastercard visa visa electron
502653,grenache,international,bistro,almada,lisbon,credit card mastercard visa
306873,iiimpar,steakhouse,good for groups,almada,lisboa,american express credit card mastercard visa
653937,khayyam,iranian,contemporary cuisine,almada,lisboa,credit card mastercard visa
808026,bel amour,international,after work,almada,lisboa,credit card mastercard visa
374583,restaurante porto brandao rooftop carvoadas,portuguese,terrace,almada,caparica,credit card mastercard visa
64746,descobre,portuguese,not available,almada,lisboa,american express credit card maestro card mastercard visa visa electron
741524,agora,fusion,contemporary cuisine,almada,lisboa,credit card maestro card mastercard visa visa electron
325439,ganesha palace,indian,after work,almada,lisboa,credit card mastercard visa
742172,boca linda,mexican,after work,almada,lisboa,credit card
662851,basilio,international,brunch,almada,lisbon,credit card
750320,taberna londrina bairro alto,portuguese,after work,almada,lisboa,apple pay credit card maestro card mastercard visa visa electron
64703,caso serio,portuguese,live music,almada,lisboa,
625749,shun open kitchen,japanese,good for business lunch,almada,lisbon,credit card mastercard visa visa electron
756053,taberna do castelo,portuguese,good for families,almada,lisboa,credit card maestro card mastercard visa visa electron
728776,seisan,japanese,creative,almada,lisbon,visa visa electron
661209,himchuli,nepalese,after work,almada,lisboa,credit card mastercard visa visa electron
64883,restaurante elevador,international,good for business lunch,almada,lisboa,mastercard visa
653501,muelle meat and chill,meat cuisine,after work,almada,almada,mastercard visa visa electron
706515,sebastiao,international,after work,almada,lisboa,credit card mastercard visa visa electron
299447,downunder by justin jennings,international,bistro,almada,lisbon,mastercard visa
656923,sekai sushi bar,japanese,good for groups,almada,lisboa,american express credit card visa visa electron
732781,seis garrafeira petiscos wine bar,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
477041,beher lisboa,spanish,breakfast,almada,lisboa,credit card mastercard visa
755149,emblematico,steakhouse,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
806291,nachos mexican food,mexican,central location,almada,lisboa,american express credit card maestro card mastercard visa visa electron
730728,envy lisboa,international,central location,almada,lisboa,visa visa electron
66848,bastardo,mediterranean,author,almada,lisboa,credit card mastercard visa
751130,nadi georgian bistro,international,after work,almada,lisboa,credit card mastercard visa
691733,veramente pizza vino,pizzeria,good for business lunch,almada,lisboa,visa visa electron
732967,cru lisboa,asian,good for groups,almada,lisboa,visa visa electron
64398,cafe no chiado,portuguese,winter terrace,almada,lisboa,mastercard visa
749373,cosmopolitan burger,european,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
742465,casa graviola,brazilian,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
695041,amigos pampulha,mexican,after work,almada,lisboa,credit card
715156,atalho do cais grupo atalho,meat cuisine,after work,almada,lisboa,credit card mastercard visa
638561,taberna do lis,international,after work,almada,lisbon,credit card mastercard visa visa electron
750605,citron lisboa,lebanese,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
806539,salotto divino,italian,after work,almada,lisboa,american express credit card maestro card mastercard visa visa electron
578863,the green affair chiado,vegan cuisine,contemporary cuisine,almada,lisbon,apple pay credit card maestro card mastercard visa visa electron
64492,cafe de sao bento,portuguese,good for business lunch,almada,lisbon,american express mastercard visa visa electron
748624,ajitama ramen bistro alecrim,japanese,after work,almada,lisbon,credit card visa
464101,condes de ericeira the one palacio da anunciada,portuguese,brunch,almada,lisboa,american express credit card maestro card mastercard visa visa electron
737856,animal restaurant bar,international,nightlife,almada,lisbon,visa visa electron
361555,anfora palacio do governador,portuguese,fine dining,almada,lisboa,american express credit card mastercard visa
738651,osso botequim,brazilian,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
752545,armazem clandestino,international,after work,almada,lisboa,apple pay bancontact credit card maestro card mastercard visa visa electron
366759,almassas,italian,good for families,almada,lisboa,credit card voucher
806897,pizzaria tapas la famiglia,pizzeria,after work,almada,lisboa,maestro card mastercard mbway visa visa electron
804115,rainbow sushi kebab,japanese,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
208575,delfina cantina portuguesa,portuguese,birthday,almada,lisboa,credit card mastercard mbway visa
801165,tlaloc un rincon mexicano,mexican,good for families,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
294339,fado wine,portuguese,after work,almada,lisboa,credit card mastercard visa
737197,ninja buns lisboa,asian,after work,almada,lisboa,visa visa electron
801132,tabuaria do paco,portuguese,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
756393,estacao bica pizza pub,pizzeria,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
336637,suba,international,fine dining,almada,lisboa,american express credit card diners club card mastercard visa
432839,espada,fusion,after work,almada,lisboa,credit card mastercard visa
718213,notalho lisboa,steakhouse,with friends,almada,lisboa,visa visa electron
800477,zezinho,portuguese,after work,almada,lisboa,american express credit card maestro card mastercard visa visa electron
445895,gandhi palace bairro alto,indian,after work,almada,lisboa,credit card mastercard visa
262737,dama vagabundo,pizzeria,after work,almada,lisboa,credit card mastercard visa voucher
755771,iberos tasca moderna,portuguese,after work,almada,lisboa,credit card mbway
753329,ola beirut by chef osman tay,lebanese,creative,almada,lisboa,credit card maestro card mastercard visa electron
501511,el cabron tacos tequilla,mexican,street food,almada,lisboa,credit card visa
714335,italian place,pizzeria,after work,almada,lisboa,credit card
674245,nozomi sushi bar,japanese,after work,almada,lisboa,credit card mastercard visa visa electron
805593,tasca balthazar,mediterranean,after work,almada,lisboa,american express credit card maestro card mastercard visa visa electron
718428,qosqo,peruvian,after work,almada,lisboa,credit card mastercard visa visa electron
732779,bao house,asian,good for families,almada,lisboa,credit card mastercard visa visa electron
806403,capricho restaurante bar,portuguese,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
715932,di casa infante santo,italian,good for business lunch,almada,lisboa,visa visa electron
748151,jamonaria pata negra,mediterranean,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
801665,french arth,french,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
650315,bengal tandoori lisboa,indian,fine dining,almada,lisboa,credit card mastercard visa visa electron
713442,nono hong kong,chinese,after work,almada,lisboa,credit card mastercard visa visa electron
706449,casa santi,italian,central location,almada,lisboa,visa visa electron
749037,pizzaria luzzo alcantara,pizzeria,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
741160,151 da rosa,portuguese,fine dining,almada,lisboa,credit card
711991,manah,mediterranean,good for groups,almada,lisboa,cash mbway visa
694339,eat pray love,mediterranean,central location,almada,lisboa,credit card mastercard visa visa electron
806631,bistro 99 by chakall,portuguese,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
705411,picanha,brazilian,good for business lunch,almada,lisboa,credit card visa
517741,miss jappa,japanese,after work,almada,lisboa,credit card mastercard visa
650743,don pablo campo de ourique,portuguese,good for groups,almada,lisbon,visa visa electron
576011,dali cozinha surreal,international,creative,almada,lisbon,credit card visa visa electron
71342,audrey,portuguese,after work,almada,lisboa,american express credit card mastercard visa
740874,111 vinhos chiado,international,not available,almada,lisboa,credit card mastercard visa visa electron
514595,sukhothai,thai,good for business lunch,almada,lisboa,cash
707831,taqueria do chiado,mexican,after work,almada,lisboa,credit card visa visa electron
803044,green burger,meat cuisine,central location,almada,lisboa,american express apple pay credit card maestro card mastercard visa visa electron
299691,peixola,mediterranean,after work,almada,lisboa,credit card mastercard visa
739155,restaurante ouro,portuguese,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
652921,cafe in sushi meat,international,after work,almada,lisboa,american express credit card mastercard visa
744994,corrupio,portuguese,contemporary cuisine,almada,lisboa,cash credit card mastercard visa visa electron
667047,mbh hamburgueseria alcantara,american,with friends,almada,lisbon,visa electron
576409,casa tradicao,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
692259,pizzaria luzzo santos,pizzeria,creative,almada,lisboa,credit card mastercard visa visa electron
457685,mano mano,italian,with friends,almada,lisboa,credit card mastercard visa
745714,sala de corte,steakhouse,bistronomic,almada,lisboa,american express credit card mastercard mbway visa
806149,the reception brunch,european,brunch,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
745739,el cebichero,peruvian,after work,almada,lisboa,credit card
807661,hana sushi thai,japanese,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
735346,tanuki sushi augusta,japanese,central location,almada,lisboa,apple pay visa visa electron
517799,beer wine up,portuguese,good for business lunch,almada,lisboa,credit card visa
360601,lugar marcado,mediterranean,after work,almada,lisboa,cash credit card mastercard visa
307749,eating bear adhoc wine,international,after work,almada,lisboa,apple pay credit card mbway mastercard mbway visa
714636,tasca da memoria,portuguese,fine dining,almada,lisboa,mbway mbway
625307,matte lisboa,japanese,bistro,almada,lisboa,credit card mastercard visa visa electron
267029,india gate,indian,after work,almada,lisboa,credit card mastercard visa
313651,djairsound,african,not available,almada,lisboa,credit card
473189,izanagi sushicafe,japanese,good for business lunch,almada,lisbon,credit card visa
750833,cais de belem,portuguese,good for families,almada,lisboa,credit card maestro card mastercard visa visa electron
594961,crouton,pizzeria,cosy,almada,lisboa,mastercard visa
754914,brilhante,portuguese,contemporary cuisine,almada,lisboa,american express credit card mastercard mbway visa
64505,lisboa noite,portuguese,good for business lunch,almada,lisboa,american express mastercard visa
740404,rico sabor,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
340207,leziria casa de petiscos,vegan cuisine,homemade cuisine,almada,lisboa,apple pay credit card maestro card mastercard mbway visa visa electron
204657,gin lovers bar restaurant,mediterranean,cafe,almada,lisboa,american express credit card mastercard visa visa electron
64444,comida de santo,brazilian,good for business lunch,almada,lisbon,american express mastercard visa
504931,mannys place,portuguese,after work,almada,lisboa,credit card visa
362875,contrabando restaurante bar,american,after work,almada,lisboa,credit card mastercard visa voucher
800830,gusto taberu,asian,after work,almada,lisboa,maestro card mastercard mbway visa visa electron
743987,vista do castelo,portuguese,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
744943,malmequer bemmequer,portuguese,after work,almada,lisboa,cash
727021,in vulgar,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
665771,sao rafael,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
700857,italian republic bacalhoeiros,italian,good for families,almada,lisboa,visa visa electron
750312,maes kitchen,portuguese,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
750898,casa da feijoada,portuguese,after work,almada,lisboa,mbway mbway credit card maestro card mastercard visa visa electron
381657,marrecreo,pizzeria,good for groups,almada,lisboa,credit card visa
284783,wine not,portuguese,good for groups,almada,lisboa,credit card visa
707379,taverna del rey,portuguese,live music,almada,lisboa,credit card mastercard visa visa electron
64420,nunes real marisqueira,seafood,good for business lunch,almada,lisboa,apple pay credit card mastercard visa
752389,nori restaurant japones,japanese,after work,almada,lisboa,credit card maestro card mastercard visa
369493,restaurante trivial,portuguese,not available,almada,lisboa,credit card
738424,pita gourmet campo de ourique,greek,organic,almada,lisboa,visa visa electron
667901,guerreiro,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
217763,grapes and bites,portuguese,not available,almada,lisboa,credit card mastercard visa
413195,okah rooftop bar restaurant,international,contemporary cuisine,almada,lisboa,credit card mastercard visa visa electron
803054,boca uva,portuguese,bistro,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
800200,miss dumpling,asian,cosy,almada,lisboa,american express credit card maestro card mastercard visa visa electron
800103,gunpowder lisbon,seafood,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
449413,confraria lx,japanese,after work,almada,lisboa,credit card mastercard visa
432831,segundo muelle,peruvian,good for groups,almada,lisboa,american express credit card mastercard visa
741100,mangiamo,pizzeria,after work,almada,sobreda,credit card maestro card mastercard visa electron
523149,drogaria,portuguese,contemporary cuisine,almada,lisboa,credit card mastercard visa
72540,fumeiro de santa catarina,european,good for groups,almada,lisboa,credit card
738821,kais,grilled,contemporary cuisine,almada,lisboa,credit card maestro card mastercard visa electron
64637,tentacoes de goa,indian,good for business lunch,almada,lisbon,cash
618107,os tibetanos,tibetan,good for families,almada,lisboa,cash credit card
366235,meating steakhouse,steakhouse,with friends,almada,cacilhas,credit card mastercard visa
640703,sud lisboa terrazza,mediterranean,after work,almada,lisboa,credit card mastercard visa
656689,terroir restaurante,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
725644,federico,european,contemporary cuisine,almada,lisboa,american express apple pay credit card maestro card visa
805200,wel well center,international,brunch,almada,lisboa,american express credit card maestro card mastercard visa visa electron
752350,restaurante vietnamita luz saigon,vietnamese,after work,almada,lisboa,credit card maestro card mastercard visa
215193,taberna da esperanca,portuguese,after work,almada,lisboa,credit card visa
806425,cusek bairro alto,italian,central location,almada,lisboa,credit card maestro card mastercard visa visa electron
292841,agua pela barba,portuguese,good for groups,almada,lisboa,
750340,planto,portuguese,author,almada,lisboa,credit card mastercard mbway visa
750779,bica sour,portuguese,bachelor party,almada,lisboa,mbway mbway credit card mastercard visa visa electron
735005,gastrobar winebar,mediterranean,contemporary cuisine,almada,lisboa,visa visa electron
64790,santa bica eat drink sleep,portuguese,bistro,almada,lisbon,
730595,antu alfama,international,good for families,almada,lisboa,visa visa electron
215195,petiscaria ideal,portuguese,after work,almada,lisboa,credit card visa
700789,canto da atalaia,portuguese,romantic,almada,lisboa,visa visa electron
67536,espaco acores,portuguese,after work,almada,lisboa,credit card mastercard visa
727600,santo graal campo de ourique,international,good for families,almada,lisbon,visa visa electron
738347,solido,portuguese,good for families,almada,lisboa,american express credit card mastercard visa visa electron
64644,meson andaluz lisboa,portuguese,birthday,almada,lisboa,credit card mastercard visa visa electron
72720,tabik,international,after work,almada,lisboa,american express credit card mastercard visa
344031,cafe pit,portuguese,after work,almada,lisboa,
361503,mex factory,mexican,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
283057,oitonove,portuguese,not available,almada,lisboa,credit card mastercard visa
78083,maruto,portuguese,bistro,almada,lisboa,
64698,castro restaurante,portuguese,good for business lunch,almada,lisboa,american express mastercard visa
64530,sancho lisboa,portuguese,good for business lunch,almada,lisboa,
431711,season,fusion,good for business lunch,almada,lisboa,credit card
64399,la paparrucha,argentinian,with friends,almada,lisboa,
368391,consensual,mediterranean,contemporary cuisine,almada,lisboa,mastercard visa visa electron
410193,geographia,international,creative,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
453903,pizzeria romana bio,pizzeria,after work,almada,lisboa,american express credit card mastercard visa
716488,xxl by olivier,international,contemporary cuisine,almada,lisboa,credit card mastercard visa
521769,tiles restaurant and bar,international,after work,almada,lisboa,credit card visa
390093,nikkei,japanese,terrace,almada,lisboa,american express credit card mastercard visa
329177,fama alfama restaurante,portuguese,after work,almada,lisboa,credit card mastercard visa
64843,the insolito,portuguese,fine dining,almada,lisboa,american express credit card mastercard visa visa electron
720938,maria do carmo,mediterranean,central location,almada,lisboa,visa visa electron
553793,swaagat the taste of india,indian,after work,almada,lisboa,credit card mastercard visa visa electron
727388,bohemia lx se casa de fado,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
76836,caracol,portuguese,after work,almada,lisboa,credit card mastercard visa
713103,antu cais do sodre,varied,with friends,almada,lisboa,visa visa electron
750403,pizzaiollo chiado by fullest,pizzeria,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
64953,taberna da baixa,portuguese,not available,almada,lisbon,visa
675401,tamarind,indian,with friends,almada,lisbon,visa visa electron
64449,farol de santa luzia,portuguese,brasserie,almada,lisboa,american express credit card mastercard mbway visa visa electron
750229,osteria bellosguardo,italian,bistro,almada,lisboa,credit card maestro card mastercard visa visa electron
727602,santo graal ajuda,international,not available,almada,lisbon,visa visa electron
342289,fatica,brazilian,romantic,almada,lisboa,cash
378105,bembelem,portuguese,good for business lunch,almada,lisboa,cash
473981,sacramento do chiado,european,contemporary cuisine,almada,lisboa,credit card mastercard visa
463755,pap acorda,mediterranean,author,almada,lisboa,american express credit card mastercard visa
77315,taberna tosca,portuguese,after work,almada,lisboa,american express credit card mastercard visa
680151,bono lisboa,mediterranean,central location,almada,lisboa,cash credit card mastercard visa
66671,the decadente restaurante bar,portuguese,bistro,almada,lisboa,american express credit card maestro card mastercard visa visa electron
739779,soju pocha,korean,nightlife,almada,lisboa,credit card maestro card mastercard visa visa electron
748669,pizzaria tapas la casa,pizzeria,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
801597,seventh brunch liberdade,american,bistro,almada,lisboa,credit card maestro card mbway visa visa electron
806612,malfamati,italian,after work,almada,lisboa,credit card maestro card mbway visa electron
754621,gaucha grelhados companhia,steakhouse,contemporary cuisine,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
806353,tapas friends rua augusta,international,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
365129,pub portugues,portuguese,brasserie,almada,lisboa,credit card visa
611905,tapas friends sao nicolau,portuguese,good for business lunch,almada,lisbon,visa visa electron
639703,valle flor,international,not available,almada,lisbon,american express credit card mastercard visa
356621,rib beef wine lisboa,european,trendy,almada,lisboa,credit card diners club card mastercard visa
688919,santa restaurante bar,international,after work,almada,lisboa,credit card mbway
756539,restaurante terra lisboa,portuguese,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
687191,il carpaccio,pizzeria,after work,almada,lisboa,credit card mastercard visa visa electron
744946,italian republic campo de ourique,italian,after work,almada,lisboa,mbway mbway credit card mastercard visa
655507,jamie italian lisboa,italian,after work,almada,lisboa,credit card mastercard visa
410629,crispy mafya,international,terrace,almada,lisboa,credit card
289565,organi chiado,vegan cuisine,healthy old,almada,lisbon,credit card mastercard visa voucher
200778,mar ao carmo,seafood,good for groups,almada,lisboa,credit card visa
753240,neri,international,bistro,almada,lisboa,credit card maestro card mastercard visa
720185,maat cafe kitchen,mediterranean,after work,almada,lisboa,credit card mastercard visa visa electron
339083,bohemia lx st antonio casa de fado,portuguese,after work,almada,lisboa,credit card mastercard visa
271085,gandhi palace praca da figueira,indian,after work,almada,lisboa,credit card visa
64569,quotidiano,international,good for business lunch,almada,lisboa,mastercard visa
64706,zambeze,mediterranean,bistro,almada,lisboa,american express apple pay check credit card mastercard visa voucher
722062,matchamama,fusion,good for groups,almada,lisbon,visa visa electron
272545,arco do castelo,indian,after work,almada,lisboa,credit card mastercard visa
569709,pateo de alfama,portuguese,good for families,almada,lisboa,credit card mastercard visa visa electron
709943,rooftop at the art inn,international,creative,almada,lisboa,credit card mastercard visa
801168,amelia,international,brunch,almada,lisboa,credit card mbway visa
557393,lisboa vadia,portuguese,author,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
754879,pizzaiollo se by fullest,pizzeria,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
742045,le jardin eden lisboa,french,ethnic,almada,lisboa,apple pay credit card mastercard mbway visa
730660,em alta na baixa,portuguese,romantic,almada,lisboa,visa visa electron
64396,tagide,international,contemporary cuisine,almada,lisboa,american express credit card mastercard visa
547491,ristorante la squadra,pizzeria,after work,almada,lisbon,credit card mastercard visa
745736,cofre verde,portuguese,after work,almada,lisboa,cash
212305,solar da beira baixa,portuguese,traditional,almada,lisboa,credit card mastercard visa
807500,guelra ocean to table,seafood,after work,almada,lisboa,credit card mastercard mbway visa
337709,bem haja lisboa,portuguese,terrace,almada,lisboa,credit card mastercard visa
753096,cacau gastrobar,portuguese,bistro,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
308333,farta brutos,portuguese,not available,almada,lisboa,credit card mastercard visa
64621,chapito mesa restaurante,portuguese,great view,almada,lisboa,mastercard visa
64491,1300 taberna,mediterranean,trendy,almada,lisboa,credit card mastercard visa
652919,cafe in peixe fresco marisco,seafood,good for business lunch,almada,lisboa,american express credit card mastercard visa
754200,la serra,italian,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
738258,oitto,portuguese,author,almada,lisboa,
655511,jamie oliver pizzeria,pizzeria,after work,almada,lisboa,credit card mastercard visa
718761,dote cais do sodre,international,nightlife,almada,lisboa,visa visa electron
76557,restaurante do clube naval de lisboa,portuguese,after work,almada,lisboa,credit card mastercard visa
752569,maria escandalosa,international,after work,almada,lisboa,mbway mbway credit card maestro card mastercard visa visa electron
737959,tonkotsu ramen by go juu,asian,after work,almada,lisboa,credit card mastercard mbway visa
66542,bistro 100 maneiras,international,author,almada,lisboa,american express mastercard visa
664479,pizza misura spaguetteria,pizzeria,good for families,almada,lisbon,visa visa electron
521413,clube de fado,portuguese,after work,almada,lisboa,apple pay credit card mastercard visa visa electron
410517,sabor gaucho,steakhouse,good for groups,almada,lisboa,credit card visa
652437,alberto bistro,pizzeria,after work,almada,lisbon,credit card mastercard visa visa electron
391273,leve leve tapas bar,fusion,nightlife,almada,lisboa,credit card visa
549621,marisqueira azul praca do comercio,seafood,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
690067,shoes booze bar,international,after work,almada,lisboa,credit card mastercard visa visa electron
801964,outbeco estrela,steakhouse,after work,almada,lisboa,credit card visa electron
723073,guaka lisboa,mexican,good for families,almada,lisboa,visa visa electron
64982,praca,portuguese,homemade cuisine,almada,lisboa,american express credit card mastercard visa
655773,tapas friends chiado,portuguese,cosy,almada,lisbon,visa visa electron
699299,visconti chiado,italian,after work,almada,lisboa,credit card mastercard visa visa electron
325931,rio coura,portuguese,after work,almada,lisboa,credit card mastercard visa voucher
319681,la vita bella,italian,lunch,almada,lisboa,credit card mastercard visa
274213,nosolo italia belem,italian,trendy,almada,lisboa,credit card mastercard visa
214829,granja velha,portuguese,after work,almada,lisboa,credit card visa
441847,bohemio da ribeira,international,terrace,almada,cais do sodre,credit card mastercard visa
214821,dois arcos,portuguese,after work,almada,lisboa,credit card visa
64684,belem,portuguese,good for business lunch,almada,lisboa,credit card mastercard visa
730118,prato fino,international,bistronomic,almada,lisboa,credit card visa visa electron
804744,ramen korner,japanese,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
214081,monte mar lisboa,seafood,after work,almada,lisboa,credit card mastercard visa
592051,sakura infante santo,japanese,good for families,almada,lisbon,credit card mastercard visa visa electron
349807,sanskar nepal,indian,ethnic,almada,lisboa,credit card visa
64716,quermesse,mediterranean,after work,almada,lisboa,credit card mastercard visa
416071,portugalia cais do sodre,seafood,not available,almada,lisboa,credit card mastercard visa
733788,carnal,mexican,after work,almada,lisboa,credit card mastercard mbway visa
65190,vela latina,mediterranean,good for business lunch,almada,lisboa,american express mastercard visa
745485,catedrais tapas bar restaurante,portuguese,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
578559,collect food radio records,american,not available,almada,lisboa,credit card
569711,fado em si,portuguese,good for families,almada,lisboa,credit card mastercard visa visa electron
344361,clube de jornalistas,european,creative,almada,lisbon,credit card mastercard visa
65005,kob by olivier,steakhouse,not available,almada,lisboa,mastercard visa
752310,tunel de santos,portuguese,birthday,almada,lisboa,american express credit card maestro card visa visa electron
66683,feitoria,international,good for business lunch,almada,lisboa,credit card mastercard visa
697905,sao miguel alfama,portuguese,good for families,almada,lisboa,credit card mastercard visa visa electron
358327,tapas friends rossio,international,not available,almada,lisboa,credit card visa
547711,eneko lisboa,mediterranean,birthday,almada,lisboa,american express credit card mastercard visa
580743,tasca de noticias,portuguese,good for families,almada,lisbon,credit card visa visa electron
319683,tapas friends trindade,portuguese,after work,almada,lisboa,credit card mastercard visa
64608,terra nova by populi,portuguese,great view,almada,lisboa,american express credit card mastercard visa
674881,invicta madragoa,portuguese,after work,almada,lisboa,cash
653561,as velhas,portuguese,after work,almada,lisboa,visa electron
624207,coyo taco cais do sodre,mexican,good for families,almada,lisboa,american express credit card mastercard visa
753616,petiscos da prata,mediterranean,contemporary cuisine,almada,lisbon,american express mastercard visa
746667,obica mozzarella bar lisboa,italian,creative,almada,lisbon,apple pay credit card maestro card mastercard visa visa electron
752658,the kool puppets tapas bar,portuguese,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
473991,carmo,mediterranean,contemporary cuisine,almada,lisboa,apple pay credit card mastercard visa visa electron
64840,prima pasta,pizzeria,cosy,almada,lisbon,mastercard visa
747969,the george,european,after work,almada,lisboa,credit card maestro card mastercard mbway visa visa electron
750240,esperanca do bairro,pizzeria,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
691761,leve leve,international,good for groups,almada,lisbon,visa visa electron
624201,honorato belem,american,author,almada,lisboa,american express credit card mastercard visa visa electron
718416,mensagem restaurante bar panoramico,portuguese,contemporary cuisine,almada,lisboa,credit card mastercard visa visa electron
202943,cafe luso,portuguese,author,almada,lisboa,apple pay credit card mastercard visa visa electron
345159,raizes,portuguese,not available,almada,lisboa,credit card mastercard visa
740450,cervejaria antartida lisboa,portuguese,not available,almada,lisboa,credit card mastercard visa visa electron
734411,marialma,portuguese,after work,almada,corroios,credit card
711531,florentino,italian,good for families,almada,lisboa,mastercard visa visa electron
68518,frade dos mares,portuguese,not available,almada,lisboa,
294125,nosolo italia praca do comercio,italian,bistronomic,almada,lisboa,credit card mastercard visa
746593,bello forno,portuguese,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
461411,varanda azul,steakhouse,after work,almada,lisboa,credit card mastercard visa
660891,sopinhas restaurante,international,central location,almada,lisbon,visa visa electron
319679,peixaria do rossio,portuguese,not available,almada,lisboa,credit card visa
743662,paladarium,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
369729,tapas friends se,portuguese,good for groups,almada,lisboa,credit card mastercard visa
748877,nicolau lisboa,international,after work,almada,lisbon,credit card
454317,locanda italiana,pizzeria,after work,almada,lisboa,credit card mastercard visa
487227,troppo squisito lisboa,pizzeria,after work,almada,lisboa,credit card mastercard visa
358369,cafe principe real,international,author,almada,lisboa,american express apple pay credit card maestro card mastercard visa visa electron
579631,baia do peixe praca do comercio,seafood,good for families,almada,lisboa,credit card mastercard visa visa electron
325663,porter bistro,international,not available,almada,lisboa,american express credit card diners club card mastercard visa
517959,dias no bairro,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
481181,rossio gastrobar,european,after work,almada,lisboa,credit card mastercard visa
64841,maria catita,mediterranean,after work,almada,lisboa,
744192,cervejaria solar do vez,portuguese,after work,almada,lisboa,apple pay credit card mastercard mbway visa visa electron
805840,bica san,portuguese,bistro,almada,lisboa,american express credit card maestro card mastercard visa visa electron
64373,100 maneiras,international,cosy,almada,lisboa,american express mastercard visa
368507,petisqueira matateu,portuguese,after work,almada,lisboa,credit card
730051,di amici pizza em casa,italian,good for business lunch,almada,lisboa,visa visa electron
208875,daprata52,portuguese,contemporary cuisine,almada,lisboa,credit card mastercard visa visa electron
269713,adega machado,portuguese,not available,almada,lisboa,american express credit card mastercard visa
727170,art italiana pizzeria,pizzeria,after work,almada,lisboa,credit card mastercard visa visa electron
343573,dom joao,pizzeria,after work,almada,lisboa,credit card mastercard visa
453327,arkhe,vegetarian,good for business lunch,almada,lisboa,credit card visa
737496,jac brunch concept store,european,bistro,almada,lisboa,credit card maestro card mastercard visa visa electron
200837,primavera do jeronimo,portuguese,nightlife,almada,lisboa,
613009,terraco editorial,portuguese,after work,almada,lisboa,credit card mastercard visa
750303,radio hotel club sushi,japanese,after work,almada,lisboa,credit card maestro card mastercard visa visa electron
732910,taberna alegria,portuguese,central location,almada,lisboa,visa visa electron
632609,cocas,portuguese,after work,almada,lisboa,credit card mastercard visa visa electron
